productID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143
9426,aqua/water,glycerin,cyclohexasiloxane,squalane,bis-peg-18 metyl ether dimethyl silane,sucrose stearate,stearyl alcohol,peg-8 stearate,urea,myristyl myristate pentaerythrityl tetraethylhexanoate,prunus armeniaca kernel oil/apricot kernel oil,phenoxyethanol,persea gratissima oil/avocado oil,olea europaea oil/olive fruit oil,oryza sativa bran oil/rice bran oil,cetyl alcohol,glyceryl stearate,imperata cylindrica root extract,stearic acid,methylparaben,chlorphenesin,palmitic acid,disodium edta,acrylates/c10-30 alkyl acrylate crosspolymer,propylparaben,carbomer,triethanolamine,prunus amygdalus dulcis oil/ sweet almond oil,xanthan gum,sodium hydroxide,tocopherol,pseudoalteromonas ferment extract,hydroxypalmitoyl sphinganine,caprylyl glycol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9437,aqua/water/eau,glycerin,cetearyl thoroughly with water,alcohol,caprylic/capric triglyceride,cetyl alcohol,ceteareth-20,petrolatum,potassium phosphate,ceramide np ceramide ap,ceramide eop,carbomer,dimethicone,behentrimonium methosulfate,sodium lauroyl lactylate,sodium hyaluronate,cholesterol,phenoxyethanol,disodium edta,dipotassium phosphate,tocopherol,phytosphingosine,xanthan gum,ethylhexylglycerin (code f,i,l,d213769/2) cerave® llc,new york,ny 3001 mve is a regis red trademark of dfb technoiogy,ltd,made in usa of us and/or imported ingredients www,cerave,com questions or comments? 1-888-768-2915 3,3612621662177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9439,aqua / water,sodium laureth sulfate,coco-betaine,sodium chloride,glycerin,ppg-5-ceteth-20,ceteareth-60 myristyl glycol,parfum/fragrance,sodium benzoate,salicylic acid,sodium hydroxide,disodium laureth sulfosuccinate,styrene/acrylates copolymer,citric acid,polyquaternium-7. (f.i.l c185850/1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9440,aqua/water,sodium laureth sulfate,coco-betaine,glycol distearate,sodium chloride,ppg-5-ceteth-20,ci 19140/yellow 5,ci 42090/blue 1,geraniol,linalool,fumaric acid,melaleuca alternifolia leaf oil/tea tree leaf oil,carbomer,sodium benzoate,salicylic acid,sodium hydroxide,limonene,guar hydroxypropyltrimonium chloride,citric acid,octyldodecanol,hexyl cinnamal,parfum/fragrance. (f.i.l. c189566/1).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9441,aqua/water/eau,sodium laureth sulfate,cocamidopropyl betaine,glycerin,parfum/fragrance,sodium chloride,phenoxyethanol,sodium benzoate,coco glucoside,hexyl cinnamal,cetyl hydroxyethylcellulose,citric acid,benzyl salicylate,linalool,disodium edta,butylphenyl methylpropional,polyquaternium-7,coumarin,sodium hydroxide,hydrated silica,propylene glycol,sodium phosphate,bht,d&c red no. 33 (ci 17200),ext. d&c violet no.2 (ci 60730),fd&c yellow no. 5 (ci 19140).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9442,aqua,sodium laureth sulfate,cocamidopropyl betaine,sodium chloride,parfum,phenoxyethanol,sodium benzoate,cetyl hydroxyethylcellulose,coco-glucoside,citric acid,panthenol,limonene,hydrolyzed wheat protein,polyquaternium-7,menthol,linalool,disodium edta,propylene glycol,benzyl salicylate,citronellol,sodium hydroxide,hydrated silica,sodium phosphate,bht,sodium bisulfite,sodium salicylate,edta,ci 19140,ci 42090,ci 60730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9443,aqua,sodium laureth sulfate,cocamidopropyl betaine,parfum/fragrance,phenoxyethanol,sodium chloride,sodium benzoate,cetyl hydroxyethylcellulose,coco-glucoside,citric acid,sea salt,menthol,limonene,disodium edta,polyquaternium-7,butylphenyl methylpropional,citronellol,linalool,sodium hydroxide,hydrated silica,sodium phosphate,bht,silica,propylene glycol,fd&c yellow no.5 (ci 19140),fd&c blue no.1 (ci 42090),ext.d&c violet no.2 (ci 60730),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9444,aqua/water/eau,sodium laureth sulfate,cocamidopropyl betaine,sodium chloride,parfum/fragrance,phenoxyethanol,sodium benzoate,cetyl hydroxyethylcellulose,coco-glucoside,citric acid,butylphenyl methylpropional,panthenol,menthol,polyquaternium-7,disodium edta,hexyl cinnamal,hydrolyzed wheat protein,magnesium gluconate,sodium hydroxide,hydrated silica,sodium phosphate,bht,propylene glycol,fd&c red no.4 (ci 14700),fd&c yellow no.5 (ci 19140),fd&c blue no.1 (ci 42090),ext.d&c violet no.2 (ci 60730),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9447,ingredients: alcohol denat.,parfum/fragrance,aqua/water/eau,acrylates/octylacrylamide copolymer,alpha-isomethyl ionone,benzophenone-3,benzyl alcohol,benzyl salicylate,bht,butyl μεthoxydibenzoylmethane,butylphenyl methylpropional,citral,citronellol,ethylhexyl methoxycinnamate,ethylhexyl salicylate,farnesol,geraniol,hexyl cinnamal,hydrolyzed jojoba esters hydroxycitronellal,limonene,linalool,methyl 2-0ctynoate,d&c red n°33 (ci 17200),ext. d&c violet n° 2 (ci 60730),fd&c yellow n°5 (ci 191 40).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9448,aqua/water/eau,sodium laureth sulfate,cocamidopropyl betaine,sodium chloride,parfum/fragrance,phenoxyethanol,sodium benzoate,cetyl hydroxyethylcellulose,coco-glucoside,citric acid,panthenol,menthyl lactate,polyquaternium-7,disodium edta,hexyl cinnamal,linalool,citronellol,coumarin,sodium hydroxide,hydrated silica,sodium phosphate,bht,fd&c yellow n0.6 (ci 15985),fd&c yellow no.5 (ci 19140),fd&c blue no.) (ci 42090).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9451,talc,polyethylene,caprylic/capric triglyceride,magnesium stearate,tridecyl trimelliate,ptfe,hydrogenated polydecene,methylparaben,polyglyceryl-3,diisostearate,silica dimethyl silyate,propylparaben,butylparaben. peut contenir +/- : mica (ci 77019),titanium dioxide (ci 77891),iron oxides (ci 77491,ci 77492,ci 77499),d&c red n°6 barium lake (ci 15850),d&c red n°7 calcium lake (ci 15850),d&c red n°30 aluminium lake (ci 77360),ultramarines (ci 77007),carmine (ci 75470),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9453,aqua/water/eau,dicaprylyl carbonate,cyclopentasiloxane,glycerin,behenyl alcohol,ethylhexyl  salicylate,ethylhexyl methoxycinnamate,alcohol,isodecyl neopentanoate,butyl methoxydibenzoylmethane,butyrospermum parkii (shea) butter,methyl methacrylate crosspolymer,octocrylene,beheneth-25,glyceryl stearate,acrylates/c12-22 alkyl methacrylate copolymer,aluminum dimyristate,ascorbyl glucoside,benzyl salicylate,bht,butylphenyl methylpropional,citric acid,disodium stearoyl glutamate,glycyrrhiza glabra (licorice) root extract,hexyl cinnamal,limonene,linalool,pentylene glycol,tetrasodium edta,tocopherol,titanium dioxide (ci 77891),iron oxides (ci 77491,ci 77492,ci 77499),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9455,diisopropyl dimer dilinoleate,bis-diglyceryl polyacyladipate-2,di-ppg-3 myristyl ether adipate,polyethylene,tridecyl trimellitate,ethylhexyl methoxycinnamate,punica granatum sterols,c15-19 alkane,silica,vp/hexadecene copolymer,synthetic fluorphlogopite,ethylhexyl salicylate,microcrystalline wax,calcium aluminum borosilicate,ozokerite,ethylhexyl palmitate,caprylyl glycol,fragrance,tribehenin,tocopherol,behenyl alcohol,glyceryl stearate,linalool,ascorbyl palmitate,pentaerythrityl tetraisostearate,palmitic acid,stearic acid,c12-16 alcohols,sorbitan isostearate,hydroxycitronellal,hexyl cinnamal,lecithin,retinyl palmitate,tin oxide,bht,silica dimethyl silylate,cinnamyl alcohol,geraniol,butylene glycol,palmitoyl oligopeptide,phenoxyethanol,sodium chondroitin sulfate,atelocollagen,hexylene glycol,sodium hyaluronate,may contain (+/-): mica,titanium dioxide,d&c red no. 7 calcium lake,iron oxides,d&c red no. 6 barium lake,fd&c yellow no. 5 aluminum lake,fd&c yellow no. 6 aluminum lake,carmine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9456,isononyl isononanoate,bis-diglyceryl polyacyladipate-2,myristyl lactate,candelilla cera/euphorbia cerifera (candelilla) wax/cire de candelilla,ethylhexyl palmitate,castor oil/ipdi copolymer,polyethylene,triisostearyl citrate,ricinus communis (castor) seed oil,cera alba/beeswax/cire d’abeille,copernicia cerifera cera/copernicia cerifera (carnauba) wax/cire de carnauba,caprylyl glycol,polyglyceryl-3 diisostearate,parfum/fragrance,synthetic fluorphlogopite,calcium aluminum borosilicate,helianthus annuus (sunflower) seed oil,royal jelly extract,aqua/water/eau,silica,tocopherol,tin oxide,bht. [may contain/peut contenir/+/-: mica,titanium dioxide (ci 77891),d&c red no. 27 aluminum lake (ci 45410),d&c red no. 7 calcium lake (ci 15850),iron oxides (ci 77491,ci 77492,ci 77499),d&c red no. 6 barium lake (ci 15850),fd&c blue no. 1 aluminum lake (ci 42090),fd&c yellow no. 6 aluminum lake (ci 15985),d&c red no. 33 aluminum lake (ci 17200),fd&c yellow no. 5 aluminum lake (ci 19140),carmine (ci 75470)].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9457,aqua/water/eau,paraffin,cera alba/beeswax/cire d'abeille,stearic acid,propylene glycol,pvp,cetyl alcohol,arginine,polysorbate 20,copernicia cerifera cera/copernicia cerifera (carnauba) wax/cire de carnauba,panthenol,talc,synthetic wax,candelilla cera/euphorbia cerifera (candelilla) wax/cire de candelilla,phenoxyethanol,parfum.fragrance,caprylyl glycol,glycerin,hectorite,simethicone,microcristallina cera/microcrystalline wax/cire mycrocrystalline,tocopheryl acetate,mica,butylene glycol,coffea robusta seed extract,acrylates/carbamate copolymer,centaurea cyanus flower extract,chamomilla recutita (matricaria) extract,cucumis sativus (cucumber) fruit extract,hdi/trimethylol hexyllactone crosspolymer,collagen,polyethylene,hydrolyzed keratin,sodium sulfate,leuconostoc/radish root ferment filtrate,potassium sorbate,silica,trisodium edta,sodium benzoate,sodium metabisulfite,bht. may contain/peut contenir/+/- : iron oxides (ci 77491,ci 77492,ci 77499),titanium dioxide (ci 77891),ferric ferrocyanide (ci 77510),carmine (ci 75470),chromium hydroxide green (ci 77289),chromium oxide green (ci 77288),ultramarines (ci 77007).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9458,aqua/water/eau,dicaprylyl carbonate,mica,cyclopentasiloxane,glycerin,ethylhexyl salicylate,alcohol,isodecyl neopentanoate,behenyl alcohol,butyl methoxydibenzoylmethane,octocrylene,ethylhexyl methoxycinnamate,butyrospermum parkii (shea) butter,methyl methacrylate crosspolymer,beheneth-25,glyceryl stearate,acrylates/c12-22 alkyl methacrylate copolymer,alpha-isomethyl ionone,aluminum dimyristate,ascorbyl glucoside,benzyl salicylate,bht,butylene glycol,butylphenyl methylpropional,caprylyl glycol,citric acid,citronellol,disodium stearoyl glutamate,ethylhexyl palmitate,ethylhexylglycerin,geraniol,glycyrrhiza glabra (licorice) root extract,hexyl cinnamal,hexylene glycol,hyaluronic acid,hydrolyzed soy flour,limonene,linalool,pentylene glycol,piper nigrum (black pepper) seed extract,silanetriol,silica dimethyl silylate,sodium hyaluronate,tetrasodium edta,tocopherol,triethoxycaprylilsilane,xanthan gum,chlorphenesin,phenoxyethanol,sorbic acid,parfum/fragrance,titanium dioxide (ci 77891),iron oxides (ci 177491,ci 77492,ci 77499),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9459,i cyclopentasiloxane alumn l parfumeragravt aesalpinia spinosa rin rogenated polydecene,sorbitan sesquiqleate sodumsath cctenisuccinate,sucr stearate,mannitol suca conr ossypium herbaceum (0otton powoer rbate,calcium disodium edta butane isobutane propane chorodrate c12-15 alkyl benzoat disteardimonium hectorite,dimethicone inalool avdrated silic ciricacio bht sodium a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9461,talc,mica,magnesium stearate,polyethylene,petrolatum,phenyl trimethicone,dimethicone,polybutene,isostearyl neopentanoate,ethylhexyl methoxycinnamate,tocopheryl acetate,methylparaben,cocos nucifera (coconut) oil,parraffinum liquidum / moneral oil / huile minérale,propylparaben,parfum,aloe barbadensis leaf extract,bht,buthylphenyl methylpropional,benzyl salicylate,citronellol,hexyl cinnamal,hydroxyisohexyl 3-cyclohexene carboxaldehyde,linalool,butylparaben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9462,ethyl acetate,butyl acetate,isopropyl alcohol,cellulose acetate butyrate,mek,adipic acid/neopentyl glycol/trimellitic anhydride copolymer,nitrocellulose,acetyl tributyl citrate,sucrose benzoate,n-butyl alcohol,etocrylene,platinum,aqua/water/eau,alumina,silica,titanium dioxide (ci 77891),d1c violet no. 2 (ci 60725).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9466,dedoroznt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9467,aqua/water/eau,sodium laureth sulfate,cocamidopropyl betaine,parfum/fragrance,phenoxyethanol,sodium chloride,sodium benzoate,coco-glucoside,cetyl hydroxyethylcellulose,citric acid,hexyl cinnamal,panthenol,polyquaternium-7,menthol,disodium edta,propylene glycol,limonene,hydrolyzed wheat protein,butylphenyl methylpropional,citronellol,sodium hydroxide,bht,hydrated silica,sodium phosphate,fd&c blue no. 1 (ci 42090),ext. d&c violet no. 2 (ci 60730),fd&c yellow no. 5 (ci 19140).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9471,aqua/water/eau,sodium laureth sulfate,cocamidopropyl betaine,sodium chloride,parfum/fragrance,phenoxyethanol,sodium benzoate,cetyl hydroxyethylcellulose,coco glucoside,citric acid,panthenol,menthyl lactate polyquaternium-7,disodium edta,hexyl cinnamal,butylphenyl methylpropional,coumarin,sodium hydroxide,hydrated silica,sodium phosphate,bht,fd&c yellow n°6 (ci 15985),fd&c yellow n°5 (ci 19140),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9474,aqua/water/eau,dicaprylyl carbonate,mica,cyclopentasiloxane,glycerin,behenyl alcohol,ethylhexyl salicylate,ethylhexyl methoxycinnamate,alcohol,isodecyl neopentanoate,butyl methoxydibenzoylmethane,butyrospermum parkii (shea) butter,methyl methacrylate crosspolymer,octocrylene,beheneth-25,glyceryl stearate,acrylates/c12-22 alkyl methacrylate copolymer,aluminum dimyristate,ascorbyl glucoside,benzyl salicylate,bht,butylphenyl methylpropional,citric acid,disodium stearoyl glutamate,glycyrrhiza glabra (licorice) root extract,hexyl cinnamal,limonene,linalool,pentylene glycol,tetrasodium edta,tocopherol,titanium dioxide (ci 77891),iron oxides (ci 77491,ci 77492,ci 77499),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9477,butane isobutane propane cyclopentasiloxane aluminium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9478,aqua wateri/eau,aluminum zirconium octachlorohydrex gly,hydroxypropyl starch phosphate,parfum/fragrance,disodium edta,limonene,caesalpinia spinosa gum,hydrogenated polydecene,coumarin,linalool,sorbitan sesquioleate,alpha-isomethyl ionone,citronellol,geraniol,sucrose stearate,silica,ethylhekylglycerin,gossypium herbaceum (cotton) powder,bht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9485,aqua,cocos nucifera oil,colostrum,aloe barbadensis gel,glycerin,cetearyl alcohol,elaeis guineensis oil,sodium stearoyl lactylate,phenethyl alcohol,caprylyl glycol,gingko biloba extract,_d-limonene_,_linalool_,_geraniol_.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9488,aqua / water,glycerin,cetearyl alcohol,polyquaternium-37,propylene glycol dicaprylate / dicaprate,phenoxyethanol,behentrimonium methosulfate,parfum / fragrance,amodimethicone,ppg-1 trideceth-6,stearyl dimethicone,benzyl salicylate,chlorhexidine dihydrochloride,trideceth-6,benzyl alcohol,hexyl cinnamal,cetrimonium chloride,ci 19140 / yellow 5,ci 15985 / yellow 6,phyllanthus emblica fruit extract. (f.i.l. d55086/2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9490,aqua / water,sodium laureth sulfate,dimethicone,sodium chloride,coco-betaine,glycol distearate,guar hydroxypropyltrimonium chloride,cocamide mipa,sodium benzoate,hydroxypropyltrimonium hydrolyzed wheat protein,sodium cocoate,sodium hydroxide,arginine,salicylic acid,limonene,linalool,2-oleamido-1,3-octadecanediol,carbomer,methyl cocoate,citric acid,hexylene glycol,hexyl cinnamal,glyceryl linoleate,glyceryl oleate,glyceryl linolenate,parfum / fragrance. (f.i.l c48232/1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9491,aqua / water,sodium laureth sulfate,dimethicone,sodium chloride,coco-betaine,glycol distearate,ci 15985 / yellow 6,ci 19140 / yellow 5,guar hydroxypropyltrimonium chloride,cocamide mipa,sodium benzoate,sodium cocoate,sodium hydroxide,arginine,salicylic acid,benzyl alcohol,linalool,carbomer,butylphenyl methylpropional,methyl cocoate,citric acid,coumarin,hexylene glycol,hexyl cinnamal,glyceryl linoleate,royal jelly,glyceryl oleate,glyceryl linolenate,parfum / fragrance. (f.i.l c46268/1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9492,aqua / water,glycerin,polysorbate 20,arginine,ppg-5-ceteth-20,citric acid,phenoxyethanol,parfum / fragrance,guar hydroxypropyltrimonium chloride,linalool,chlorhexidine dihydrochloride,hexyl cinnamal,2-oleamido-1,3-octadecanediol,simmondsia chinensis oil / jojoba seed oil,alpha-isomethyl ionone,benzyl alcohol,coumarin,citronellol,limonene,ci 19140 / yellow 5,mentha piperita extract / peppermint leaf extract,ci 14700 / red 4,ci 17200 / red 33,ci 42090 / blue 1. (f.i.l. d159160/1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9493,cyclopentasiloxane,dimethicone,caprylic/capric triglyceride,parfum/fragrance,benzyl salicylate,benzyl alcohol,hexyl cinnamal,phyllanthus emblica fruit extract,carrot oil/beta-carotene,limonene. (f.i.l. d161738/2).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9494,1123304 d - ingredients : aqua / water,sodium laureth sulfate,coco-betaine,laureth-5 carboxylic acid,cocamide mipa,sodium chloride,ci 19140 / yellow 5,chamomilla recutita extract / matricaria flower extract,cocos nucifera oil / coconut oil,sodium benzoate,sodium hydroxide,sodium cocoate,peg-55 propylene glycol oleate,peg-60 hydrogenated castor oil,polyquaternium-10,salicylic acid,helianthus annuus seed oil / sunflower seed oil,xylose,nelumbium speciosum extract / nelumbium speciosum flower extract,linum usitatissimum flower extract,isostearyl neopentanoate,amodimethicone,propylene glycol,caprylic/capric triglyceride,caramel,gardenia tahitensis flower extract,rosa canina flower extract,bisabolol,methyl cocoate,citric acid,hexylene glycol,glycine soja oil / soybean oil,parfum / fragrance. (f.i.l. c165637/4).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9502,aqua /wa sodium benzoate,sodium hydroxide,olea europaea oil olive frut oil ppe-5-ceteth-20 p66 6 th sulfate coco-betaine. cocamide mipa sodium ch glycol oleate,peg-60 hydrogenated castor polyquaternium-10,salicylic acid limonene,be salicylate,benzyl alcohol,amodimethc propylene glycol carthamus tinctorius sed saff lower seed oil,citric acid,lauret arboxyl0c acid�hexylcimnamal,parfum nos experts out teilnformation de fos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9506,alcohol denat. (sd alcohol 39c),aqua (water),parfum (fragrance),ethylhexyl methoxycinnamate,butyl methoxydibenzoylmethane,ethylhexyl salicylate,limonene,citral,linalool. inflammable : ne pas vaporiser vers une flamme. caution: flammable until dry,do not use near fire,flame or heat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9508,alcohol denat. (sd alcohol 39c),aqua (water),parfum (fragrance),butylphenyl methylpropional,linalool,limonene,hydroxycitronellal,citronellol,hexyl cinnamal,coumarin,hydroxyisohexyl 3-cyclohexene carboxaldehyde,alpha-isomethyl ionone,citral,benzyl salicylate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9509,alcohol denat. (sd alcohol 39c),aqua (water),parfum (fragrance),limonene,linalool,benzyl benzoate,butylphenyl methylpropional,alpha isomethyl ionone,geraniol,citronellol,citral,eugenol,ethylhexyl methoxycinnamate,butyl methoxydibenzoylmethane,ethylhexyl salicylate,tetrasodium edta,b.h.t.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9510,alcohol denat. (sd alcohol 39c),aqua (water),parfum (fragrance),butylphenyl methylpropional,coumarin,linalool,alpha-isomethyl ionone,hydrxyisohexyl 3-cyclohexene carboxaldehyde,limonene,anise alcohol,benzyl alcohol,cinnamal,citronellol.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
